role;starting_salary;starting_salary_hr_yr;year_starting_salary;ending_salary 1;ending_salary_hr_yr;Hourly(H)_Permanent(P)_Contingent(C);year_ending_salary;years_experience;gender;ethnicity;degrees_required
Coordinator;40000;yr;2016;46000;yr;P;2018;3;female;white;N
Director;67000;yr;2010;69000;yr;P;2016;12;female;N;BA
Manager;30000;yr;2019;30000;yr;P;2019;3;n/a;N;MA
Education;8;hr;2008;10;hr;C Part Time;2019;11;female;mixed;No degree
Registrar;23000;yr;N;41000;yr;P Full Time;2019;15;female;white;BA
Coordinator;32500;yr;2017;35000;yr;P;2019;4;female;N;BA required MA preferred
Art Handler;25;hr;2015;25;hr;C;2015;0;female;latino;No degree
Academic;55000;yr;2018;55000;yr;n/a;2019;2;male;poc;MA
Coordinator;28500;yr;2019;28500;yr;P Full Time;;n/a;female;white;BA required MA preferred
Communications;60000;yr;N;65000;yr;P;2017;6;female;white;BA
Director;80000;yr;N;87000;yr;P;2017;;female;N;N
Curator;18;hr;N;;N;H;;;n/a;N;MA
Assistant Curator;47000;yr;2014;53000;yr;P;2016;;female;white;N
Assistant Curator;19;hr;2015;19;hr;C;2017;;female;N;N
Visitor Experience;13;hr;N;14,75;hr;H,C;2019;;female;white;N
Manager;45000;yr;N;67000;yr;P;2019;;n/a;N;BA
Assistant Curator;43000;yr;2016;45000;yr;H;2019;0;female;poc;BA
Assistant Curator;52000;yr;N;56000;yr;P;;;n/a;N;N
Manager;60000;yr;N;73000;yr;P;;;n/a;white;BA
Manager;65000;yr;2012;72000;yr;P;2017;5;n/a;N;N
Coordinator;45000;yr;2017;46000;yr;H,P;2019;8;n/a;N;BA
Technical;22;hr;2019;22;hr;C;2019;;female;white;N
Assistant Curator;25,48;hr;2017;26,25;hr;H,P;2019;10;female;white;BA
Curator;;;N;105033;yr;n/a;2019;35;female;white;MA
Coordinator;42000;yr;2012;50000;yr;H,P;2018;9;n/a;N;BA
Conservator;;;2013;;N;H;2019;20;female;white;MA
Assistant Curator;58471;yr;2017;60226;yr;C;2019;19;female;white;MA
Manager;38000;yr;2017;38000;yr;P;2018;7;female;white;N
Communications;20;hr;2018;N;yr;H;2018;;female;N;BA
Assistant;42000;yr;N;;N;P;2018;;n/a;N;N
Assistant;16;hr;N;;N;H;;4;female;latino;MA
Assistant;37000;yr;2018;;N;P;2019;3;n/a;N;N
Manager;;;N;48000;yr;P;2019;;female;N;N
Director;62000;yr;2014;62000;yr;P;2016;7;female;white;MA
Admin;46537;yr;2017;49371;yr;H;2019;10;n/a;N;N
Visitor Experience;8,25;hr;N;8,25;hr;H Part Time;2014;1;n/a;white;N
Visitor Experience;45000;yr;2017;;N;P;;;n/a;N;N
Director;45000;yr;2018;45000;yr;P;2019;5;female;N;N
Coordinator;16;hr;2019;16;hr;H,P;;2;female;white;No degree
Director;1000;yr;2006;156000;yr;P;2019;13;female;white;BA
Consultancy;24000;yr;2017;24000;yr;C;2019;10;male;white;BA
Assistant;43000;yr;N;52000;yr;P;;5;n/a;N;N
Visitor Experience;12,5;hr;2019;;N;H;2019;3;other;white;BA
Intern;4800;yr;2013;;N;C;2013;;female;white;BA
Manager;24500;yr;2017;28700;yr;H;2019;4;female;white;BA
Education;23500;yr;2014;26000;yr;P;2017;n/a;female;white;BA
Designer;31000;yr;2014;42000;yr;P;2018;8;female;white;BA
Education;12;hr;2018;12;hr;H,P;2019;2;female;white;BA
Communications;38500;yr;N;38500;yr;P;2018;;female;N;N
Art Handler;10;hr;2013;15;hr;H;2019;6;female;white;No degree
Assistant Curator;32000;yr;2018;32000;yr;P;2019;2;male;white;BA required MA preferred
Research;29990;yr;2015;38272;yr;H;2019;5;male;white;BA
Education;49500;yr;2018;;N;P;;10;female;N;MA
Assistant Director;35000;yr;2012;54312;yr;P;2019;12;female;white;MA
Assistant Director;35000;yr;2012;54312;yr;P;2019;12;female;white;MA
Coordinator;30000;yr;2012;50000;yr;n/a;2019;7;n/a;N;BA
Conservator;48500;yr;2011;53350;yr;P;2014;8;female;white;MA
Manager;72000;yr;2017;105000;yr;P;2019;5;female;N;No degree
Editor;42;hr;2014;42;hr;H,C;2019;15;female;white;MA
Assistant;30;hr;N;30;hr;H;2019;;female;poc;N
Assistant Curator;40000;yr;2013;60000;yr;P;2018;10;female;white;N
Manager;115000;yr;N;158000;yr;P;2012;20;male;white;N
Admin;80000;yr;N;118000;yr;P;2018;15;female;white;N
Conservator;35000;yr;N;107000;yr;P;2019;20;female;white;N
Technical;70000;yr;N;78000;yr;P;2019;10;female;white;MLIS
Editor;65000;yr;2017;66500;yr;P;2018;5;male;white;N
Assistant Educator;62000;yr;N;64000;yr;P;2015;10;female;white;N
Assistant Curator;63000;yr;N;63000;yr;P;2019;14;female;white;PhD
Assistant Educator;62000;yr;N;63000;yr;P;2016;;n/a;N;N
Technical;48000;yr;N;63000;yr;P;;;n/a;N;N
Assistant Curator;62000;yr;N;62000;yr;P;2018;;n/a;N;N
Assistant Educator;58000;yr;N;61500;yr;P;2019;8;female;white;MA
Manager;51000;yr;N;61000;yr;C;2019;;female;white;N
Assistant;27000;yr;N;59000;yr;P;2019;15;female;white;N
Assistant;54600;yr;N;57350;yr;C;2019;;female;N;N
Assistant;55000;yr;N;56000;yr;C;2017;3;female;white;PhD
Coordinator;55000;yr;N;55000;yr;n/a;2018;;female;poc;N
Assistant Curator;52000;yr;N;54500;yr;P;2017;;n/a;N;N
Editor;44000;yr;2014;53000;yr;P;2016;;female;white;N
Assistant;40000;yr;N;53000;yr;P;2019;;n/a;N;N
Assistant;50000;yr;N;50000;yr;H;2019;;female;N;N
Assistant;37500;yr;N;50000;yr;P;2019;;n/a;N;N
Coordinator;45000;yr;N;49300;yr;P;2017;;female;latino;N
Assistant;42000;yr;2015;42000;yr;C;2017;0;female;white;N
Assistant;33000;yr;N;36000;yr;n/a;2015;10;female;white;MA
Intern;0;yr;N;0;yr;n/a;2018;;n/a;N;N
Director;32;hr;N;82000;yr;P;2016;7;female;white;N
other;65000;yr;N;74000;yr;P;2019;10;female;white;N
Assistant;50000;yr;2018;50000;yr;P;2019;10;n/a;N;MA
Technical;100;yr;2014;;N;P;;;n/a;N;N
Assistant Curator;30000;yr;2000;100000;yr;P;2019;22;female;N;PhD
Assistant;20;hr;2012;20;hr;H;2013;1;female;N;MA
Art Handler;20000;yr;1989;71289;yr;H;2019;32;male;N;MA
Assistant Manager;57000;yr;2017;57000;yr;P;2019;2;female;N;MA
Assistant;45000;yr;2018;45000;yr;H,C;2019;5;female;N;MA
Sales;15;hr;2014;15;hr;H;2014;2;female;latino;BA
Assistant Manager;37500;yr;2013;43000;yr;H;2018;7;n/a;N;MA
Educator;;;N;N;yr;n/a;2019;5;n/a;N;N
Librarian;36000;yr;2009;57000;yr;P;2019;10;n/a;N;N
Librarian;50500;yr;2014;55223;yr;P;2018;5;female;white;MA
Assistant;66500;yr;2018;66500;yr;H;2019;5;female;white;BA
Curator;38000;yr;2008;58500;yr;P;2019;11;female;white;MA
Assistant Curator;25324;yr;2007;53622;yr;n/a;2019;14;female;white;MA
other;43000;yr;2011;85000;yr;P;2019;10;female;white;BA
Admin;51000;yr;2017;53000;yr;H;2019;5;female;latino;BA
Academic;43000;yr;2017;43000;yr;C;2019;4;n/a;N;MA required PhD preferred
Manager;21000;yr;2015;50000;yr;H;2019;4;n/a;N;N
Assistant Curator;62000;yr;2016;77000;yr;P;2019;10;female;white;MA
Coordinator;65000;yr;2015;65000;yr;P;2015;10;female;N;BA
Assistant Curator;70038;yr;2015;74304;yr;P;2019;10;female;white;MA
Manager;88000;yr;N;90897;yr;P;2019;15;n/a;white;N
Assistant;37000;yr;N;42500;yr;H;;;n/a;N;N
Editorial;56000;yr;N;56000;yr;P;;;n/a;N;N
Curator;;;N;N;yr;P;2019;19;female;white;PhD
Editor;55000;yr;2014;82800;yr;P;2019;10;male;white;BA
Assistant;60000;yr;2018;60000;yr;H;2019;4;female;N;BA required MA preferred
Assistant Curator;62000;yr;2012;79400;yr;P;2019;9;female;white;MA
Curator;53000;yr;2015;58500;yr;P;2018;7;female;poc;MA
Manager;75000;yr;2015;82000;yr;P;2019;10;female;white;BA required MA preferred
Librarian;48000;yr;2015;50920;yr;H;2019;5;female;white;N
Coordinator;50000;yr;2014;65863;yr;C;2018;4;female;white;BA required MA preferred
Assistant;42770;yr;2018;2018;yr;H;2019;2;female;white;MA
Assistant;13,25;hr;2014;13,25;yr;H;2014;2;female;asian;BA
Assistant;21;hr;2017;22,3;hr;n/a;2019;4;female;white;MA
Teacher;;;2018;;N;H;2019;2;female;N;BA
Director;30000;yr;2013;36000;yr;P;2016;3;female;white;BA
Assistant Curator;54000;yr;2019;54000;yr;C;2019;7;female;white;MA
Curator;83500;yr;2019;83500;yr;P;2019;15;female;white;MA
Curator;42000;yr;2013;45000;yr;P;2017;8;female;white;MA
Assistant Curator;60000;yr;2010;63000;yr;P;2017;12;n/a;white;MA
Visitor Experience;9;hr;N;9;hr;H;2017;6;female;white;No degree
Assistant;;;2016;;N;H;n/a;1;female;white;N
Assistant Curator;55000;yr;2018;55000;yr;P;2019;;female;white;PhD
Assistant Director;50000;yr;2018;50000;yr;P;2019;5;n/a;N;BA
Assistant Director;65000;yr;N;65000;yr;P;;;female;white;N
Technical;13;hr;N;13;hr;H;2019;5;male;white;N
Assistant Registrar;13;hr;2015;14,56;hr;H,P;2019;7;female;mixed;BA
Manager;38000;yr;2015;54000;yr;P;2019;7;female;white;BA required MA preferred
Registrar;21,63;hr;2017;22,94;hr;H,P;2019;12;female;white;BA required MA preferred
Communications;54931;yr;2016;58285;yr;P;2019;5;male;white;BA
Visitor Experience;49500;yr;N;51000;yr;P;2019;;female;N;N
Conservator;43000;yr;2017;51000;yr;P;2019;3;female;asian;MA
Assistant;42504;yr;N;43576;yr;P;;;n/a;N;N
Conservator;42000;yr;N;60000;yr;n/a;2019;30;n/a;N;MA
Assistant;36000;yr;2008;39000;yr;C;2008;;n/a;N;N
Curator;52000;yr;2018;;N;P;2018;12;female;white;BA
Editorial;35304;yr;2009;;N;P;2013;3;female;white;HS
Assistant Curator;45000;yr;2018;45000;yr;P;2019;5;female;latino;BA
Assistant Curator;;;N;43500;yr;P;2019;8;n/a;N;BA
Communications;50000;yr;2017;50000;yr;P;2019;6;female;white;MA
Communications;50000;yr;2017;50000;yr;P;2019;6;female;white;MA
Designer;53040;yr;2012;80040;yr;P;2019;21;female;white;BA
Visitor Experience;19800;yr;2018;19800;yr;H Part Time;2019;3;n/a;N;BA
Visitor Experience;13,25;hr;2017;13,75;hr;H;2019;7;n/a;N;BA
Curator;25;hr;N;25;hr;H;2015;10;female;white;N
Curator;;;N;330000;yr;P;2017;;n/a;N;N
Curator;;;N;325000;yr;P;2017;;n/a;N;N
Curator;;;N;310000;yr;P;2017;;n/a;N;N
Curator;;;N;285000;yr;P;2017;;n/a;N;N
Curator;;;N;260000;yr;P;2017;;n/a;N;N
Curator;;;N;220000;yr;n/a;;;n/a;N;N
Assistant Curator;75000;yr;N;110000;yr;P;2019;20;male;white;N
other;90000;yr;N;105500;yr;P;2018;10;female;white;N
Assistant Curator;95000;yr;N;98000;yr;P;2019;;female;white;N
Manager;39000;yr;N;90000;yr;P;2019;;female;white;N
Registrar;25;hr;N;83000;yr;P;2019;20;female;white;N
Archivist;53000;yr;N;79000;yr;P;2019;10;n/a;N;MA
Curator;28000;yr;N;78000;yr;P;2019;;n/a;N;MA
Curator;61000;yr;2015;75000;yr;P;2019;;female;white;N
Assistant Educator;67535;yr;2017;73797;yr;n/a;2019;;female;white;N
Designer;65000;yr;N;66950;yr;P;2019;;n/a;N;N
Assistant Curator;;;N;64916;yr;n/a;2019;10;female;N;N
Assistant Curator;54931;yr;N;64915;yr;P;2019;;female;N;N
Assistant Curator;59000;yr;N;61000;yr;C;2019;;male;N;N
Assistant Curator;51000;yr;N;61000;yr;P;2018;;n/a;N;N
Assistant Curator;50175;yr;2014;61000;yr;C;2018;;female;N;N
Assistant Curator;60000;yr;2018;60000;yr;P;2019;5;female;N;MA
Assistant Curator;49000;yr;2012;59000;yr;C;2016;;n/a;N;N
Designer;55000;yr;N;56650;yr;P;2019;;n/a;N;N
Assistant;54000;yr;N;56000;yr;C;2019;;female;N;N
Assistant;53500;yr;N;53500;yr;C;2018;;n/a;N;N
Coordinator;48839;yr;N;52875;yr;P;2019;;female;white;N
Assistant;38000;yr;N;48000;yr;P;2019;3;female;white;BA
Assistant;43500;yr;N;46000;yr;n/a;2019;;female;white;N
Assistant Curator;43000;yr;N;45000;yr;n/a;2010;;n/a;N;N
Research;38500;yr;N;38500;yr;C;2019;;n/a;N;N
Research;32672;yr;2018;32672;yr;C;2019;;n/a;N;N
Intern;0;yr;N;0;yr;n/a;2014;1;female;white;BA
Manager;60000;yr;N;;N;P;2018;;female;white;N
Assistant;47000;yr;N;;N;C;2018;;female;asian;N
Manager;47000;yr;N;;N;n/a;;;n/a;N;N
Coordinator;44000;yr;2015;;N;P;2017;;female;white;N
Visitor Experience;31000;yr;N;;N;n/a;;;n/a;N;N
Visitor Experience;17000;yr;N;;N;n/a;;;n/a;N;N
Intern;3850;yr;N;;N;C;;;n/a;N;N
Assistant Curator;45000;yr;2015;83000;yr;C;2019;5;female;N;N
Registrar;51480;yr;2005;83304;yr;H,P;2019;19;female;N;N
Assistant Educator;62000;yr;2010;66000;yr;P;;10;female;N;MA
Coordinator;62000;yr;2018;63860;yr;n/a;2019;3;n/a;N;BA
Conservator;45000;yr;2018;49000;yr;C;2019;;female;white;MA
Assistant;48000;yr;2018;52000;yr;C;;;n/a;N;N
Assistant Curator;25000;yr;2000;50000;yr;n/a;2008;8;male;latino;BA
other;40;hr;2018;;N;H;2019;10;n/a;N;N
other;40;hr;2017;95;yr;H;;10;n/a;N;N
Curator;32000;yr;N;162000;yr;P;2019;20;n/a;N;N
Assistant;32000;yr;2015;56000;yr;P;2019;4;female;white;N
Assistant Curator;90000;yr;N;N;yr;P;2017;;female;white;N
Intern;0;yr;N;0;yr;n/a;2009;;n/a;N;N
Art Handler;30;hr;2018;32,5;hr;H;2019;4;female;white;N
Gallery Assistant;14;hr;2016;17;hr;P;2019;3;n/a;N;N
Assistant Curator;;;N;78000;yr;P;2019;9;n/a;N;N
Assistant Curator;52000;yr;2018;58000;yr;P;2019;;female;white;N
Assistant Curator;;;N;68000;yr;P;2019;;n/a;N;N
Visitor Experience;10;hr;2017;10;hr;H;2017;4;female;white;BA
Assistant;20;hr;2019;20;hr;H,P;2019;16;n/a;N;N
Manager;49000;yr;2017;50000;yr;P;2019;7;female;N;BA required MA preferred
Manager;40000;yr;N;40000;yr;P;2016;;n/a;N;N
Communications;25500;yr;2017;25500;yr;H;;4;female;latino;BA
Admin;50000;yr;2011;95000;yr;P;2019;13;female;white;MA
Registrar;46000;yr;2017;46000;yr;P;2019;20;female;white;MA
Assistant Curator;30000;yr;2016;46000;yr;H;2019;4;female;mixed;MA
Coordinator;42000;yr;2013;49000;yr;P;2015;8;female;white;BA required MA preferred
Education;75;hr;2017;75;hr;H;2019;9;female;white;MA
Communications;35000;yr;2015;39000;yr;P;2017;;female;asian;BA
Assistant Curator;;;N;48500;yr;P;2019;3;n/a;N;N
Visitor Experience;13,75;hr;2018;13,75;hr;H;2019;3;female;N;No degree
Visitor Experience;13,75;hr;2018;13,75;hr;H;2019;;n/a;N;N
Communications;24500;yr;2005;35000;yr;P;2013;;female;white;N
Communications;30000;yr;N;30000;yr;n/a;2014;;female;white;N
Assistant;28000;yr;2018;28000;yr;P;2019;;female;white;N
Assistant;34320;yr;N;34320;yr;H;2019;3;female;white;BA required MA preferred
Visitor Experience;12;hr;2018;12;hr;H;2019;;female;N;N
Curator;35000;yr;2017;35000;yr;n/a;2018;5;n/a;N;MA
Manager;55000;yr;2015;58000;yr;P;2017;6;female;white;N
Intern;0;yr;N;;N;n/a;;;n/a;N;N
Visitor Experience;13,75;hr;N;;N;H;2019;2;n/a;latino;N
Registrar;48000;yr;2017;48000;yr;P;2019;5;female;poc;BA
Manager;35000;yr;2018;35000;yr;P;2019;3;female;N;BA required MA preferred
Registrar;11;hr;2012;16;hr;H;2019;10;male;white;No degree
Visitor Experience;9,5;hr;2014;12,5;hr;H;2019;5;female;N;BA
Curator;240000;yr;2014;240000;yr;n/a;2018;;female;white;N
Curator;110000;yr;N;110000;yr;n/a;2019;;female;N;N
Assistant Curator;60000;yr;N;63800;yr;P;2019;;male;latino;N
Assistant Curator;50000;yr;N;53500;yr;P;2018;;female;white;N
Assistant;43000;yr;2017;49999;yr;P;2019;;female;white;N
Assistant Curator;37000;yr;2013;42000;yr;H,P;2017;;female;white;N
Assistant;37000;yr;N;37000;yr;H;2017;5;female;N;N
Visitor Experience;13,75;hr;2018;13,75;hr;H;2019;;n/a;N;N
Curator;35000;yr;2004;50000;yr;P;2012;;female;asian;N
Curator;50000;yr;2012;70000;yr;P;2014;;female;asian;N
Conservator;52000;yr;2005;71000;yr;P;2019;22;n/a;N;MA
Assistant Curator;60000;yr;2018;60000;yr;C;2019;15;female;N;MA
Sales;15,72;hr;2018;N;yr;H;2019;5;n/a;N;N
Conservator;18500;yr;1995;67000;yr;P;2019;34;female;white;MA
Assistant Curator;60000;yr;2019;60000;yr;C;;10;female;white;MA
Manager;51000;yr;2009;60000;yr;P;2019;14;female;white;BA
Assistant Curator;50000;yr;2018;50000;yr;C;2019;10;female;N;MA
Assistant Curator;40000;yr;2018;41000;yr;H;2019;3;female;N;MA
Manager;39000;yr;1999;69000;yr;P;2019;45;male;white;BA
Manager;45000;yr;2009;55500;yr;P;2019;15;n/a;N;MA
Visitor Experience;28000;yr;2015;28000;yr;H;2018;5;female;white;BA
Assistant Curator;50000;yr;2019;50000;yr;C;2019;5;female;white;PhD
Visitor Experience;23000;yr;2018;23000;yr;H;2019;7;female;white;N
Visitor Experience;14;hr;2018;14,09;yr;H;2019;3;female;white;N
Assistant;44000;yr;2016;46000;yr;P;2017;3;female;white;BA
Assistant Curator;40000;yr;2009;59000;yr;P;2019;13;female;white;MA
Conservator;34000;yr;2016;37000;yr;C;2019;3;n/a;N;MA
other;54000;yr;2016;56000;yr;P;2018;4;male;white;BA
Assistant Curator;60000;yr;2016;65000;yr;C;2019;8;female;white;MA
Manager;56000;yr;2019;56000;yr;P;2019;8;n/a;black;BA
Conservator;30000;yr;2000;50000;yr;P;2019;7;female;white;BA
Assistant Curator;34000;yr;N;37000;yr;P;2017;8;female;white;MA
Conservator;27000;yr;N;27000;yr;C;2017;0;female;white;MA
Education;32000;yr;2016;40000;yr;P;2019;6;female;white;BA
Assistant;16;hr;2015;17,25;hr;H;2018;1;female;mixed;BA
Assistant Curator;36000;yr;2017;37500;yr;C;2019;6;n/a;N;MA
Designer;27456;yr;2016;27456;yr;H;2017;3;female;mixed;BA
Coordinator;32175;yr;2016;40950;yr;H;2019;7;female;white;BA required MA preferred
Assistant Curator;16;hr;2017;18.00 Hourly;yr;n/a;;3;female;N;BA
Curator;31500;yr;2017;31500;yr;C;2017;10;female;N;PhD
Editor;24,85;hr;2014;24,85;hr;H;2014;1;female;white;MA
Education;115;hr;N;30000;yr;H;2019;;other;white;MA
Assistant;37917;yr;2017;47487;yr;P;2019;3;female;white;BA
Manager;48000;yr;N;60000;yr;P;2019;;n/a;N;N
Visitor Experience;12,5;hr;2019;;N;H,P;2019;;n/a;N;N
Communications;43000;yr;2013;55000;yr;P;2018;8;n/a;N;BA
Assistant Educator;15;hr;N;17;hr;H,P;2019;3;male;white;N
Manager;62000;yr;N;63000;yr;P;2017;;n/a;N;N
Assistant;15;hr;2018;15;hr;C;2019;5;female;white;BA required MA preferred
Visitor Experience;15;hr;2018;15,76;hr;H Part Time;2019;3;female;white;BA required MA preferred
Coordinator;21000;yr;2016;;N;C;2016;3;female;white;N
Communications;60000;yr;2019;N;yr;P;2019;7;female;white;BA
Coordinator;38000;yr;N;38000;yr;n/a;2017;4;n/a;N;N
Director;55000;yr;2016;N;yr;P;2016;10;female;white;BA
Education;14,7;hr;2017;15;hr;H;2019;4;female;white;MA
Coordinator;48000;yr;2015;50000;yr;P;2019;;n/a;N;N
Assistant Director;57000;yr;2005;79000;yr;P;2015;15;n/a;N;N
Education;24000;yr;N;29000;yr;H;2019;5;female;white;N
Visitor Experience;10;hr;2018;11;hr;H;2019;4;female;white;BA
Visitor Experience;8,4;hr;2014;11,6;hr;H;2019;5;female;white;N
Registrar;19,5;hr;2018;20,5;hr;H;2019;5;male;white;N
Director;35000;yr;2018;40000;yr;P;2019;;female;white;N
Curator;20;hr;2017;21;hr;H;2019;7;female;white;MA
Teacher;12;hr;2008;13,6;hr;H;;1;female;white;HS
Teacher;13;hr;2008;13;hr;H;2010;n/a;female;white;HS
Education;33000;yr;2017;34000;yr;P;2019;5;female;white;BA
other;;;N;187000;yr;P;2017;;n/a;N;N
Curator;;;N;187000;yr;P;2017;;n/a;N;N
Director;;;N;187000;yr;P;2017;;n/a;N;N
Technical;;;N;196915;yr;P;2017;;n/a;N;N
Manager;;;N;134426;yr;P;2017;;n/a;N;N
Archivist;;;N;123223;yr;P;2017;;n/a;N;N
Academic;;;N;120074;yr;P;2017;;n/a;N;N
Art Handler;;;N;120074;yr;P;2017;;n/a;N;N
Assistant Curator;;;N;98323;yr;P;2017;;n/a;N;N
Assistant Registrar;;;N;95666;yr;P;2017;;n/a;N;N
Admin;;;N;93008;yr;P;2017;;n/a;N;N
Technical;;;N;87693;yr;P;2017;;n/a;N;N
Librarian;;;N;78703;yr;P;2017;;n/a;N;N
Librarian;;;N;77593;yr;P;2017;;n/a;N;N
Assistant Curator;;;N;73160;yr;P;2017;;n/a;N;N
Art Handler;;;N;67801;yr;P;2017;;n/a;N;N
Assistant Curator;51630;yr;N;60470;yr;P;2017;;female;white;N
other;;;N;58428;yr;P;2017;;n/a;N;N
Assistant Curator;50000;yr;N;50000;yr;C;2018;;female;white;PhD
Security;;;N;47171;yr;P;2017;;n/a;N;N
Intern;38400;yr;2018;38400;yr;C;2019;7;n/a;white;BA required MA preferred
Technical;20;hr;2018;20;hr;H,C;2019;1;female;white;N
Manager;95139;yr;2018;;N;P;2018;;n/a;N;N
Art Handler;41500;yr;2011;69500;yr;P;2019;12;n/a;N;BA
Assistant Curator;63722;yr;2015;78861;yr;n/a;2019;7;female;white;PhD
Assistant Curator;52089;yr;2009;89000;yr;P;2019;20;female;white;MA
Visitor Experience;9;hr;1998;9;hr;H,P;2000;14;female;white;BA
Visitor Experience;14,2;hr;2018;14,5;hr;H,P;;1;female;white;BA
Visitor Experience;14,5;hr;2019;14,5;hr;H,P;2019;4;female;white;BA required MA preferred
Curator;55000;yr;N;56000;yr;P;2019;;female;white;N
Communications;36000;yr;2014;36000;yr;C;;5;female;white;BA
Coordinator;12,75;hr;2016;15,45;hr;H,P;2019;7;female;N;N
Conservator;45000;yr;N;;N;C;;3;n/a;N;N
Coordinator;30000;yr;N;37000;yr;P;2019;;other;white;N
Assistant;40000;yr;2017;40000;yr;H;2019;3;female;poc;N
Communications;58000;yr;2018;58000;yr;P;2018;5;female;white;BA
Visitor Experience;14;hr;2015;15;hr;H;2018;2;n/a;N;BA
Curator;34000;yr;2003;94000;yr;P;2019;16;male;white;MA
Relations;32000;yr;2013;35000;yr;P;;1;n/a;white;BA
Curator;65061;yr;2011;76762;yr;P;2019;8;female;white;BA
Education;71115;yr;N;76541;yr;P;2019;;female;white;N
Education;42000;yr;2016;;N;P;2016;2;female;white;BA
Relations;15,87;hr;2016;19,06;hr;H;2019;10;female;N;N
Curator;45000;yr;2019;45000;yr;P;2019;5;female;white;MA
Assistant;15;yr;2016;;N;C;2016;8;female;white;MA
Assistant;40000;yr;2018;42000;yr;C;2019;10;n/a;N;MA
other;55000;yr;2019;55000;yr;P;2019;3;female;N;MA
Coordinator;50000;yr;2019;50000;yr;n/a;2019;13;female;white;BA
Art Handler;28500;yr;2017;28500;yr;H;2019;10;male;white;N
Visitor Experience;15;hr;2016;15;hr;H;2017;1;female;white;BA
Relations;80000;yr;2018;90000;yr;P;2019;3;female;white;BA
Editorial;22;hr;2014;22;hr;H;2016;;female;white;N
Editor;45000;yr;N;55000;yr;P;2019;;female;white;N
Manager;45000;yr;2016;52000;yr;P;2019;8;female;white;MA
Registrar;50000;yr;2017;58500;yr;P;2019;10;n/a;N;N
Assistant;35000;yr;2017;40000;yr;P;2019;;female;N;N
Assistant Curator;40000;yr;2017;40000;yr;P;2019;8;female;white;MA
Communications;42000;yr;2018;42000;yr;P;2019;1;male;white;N
other;40000;yr;2012;;N;P;2012;4;female;white;N
Assistant;40000;yr;N;;N;P;2019;0;female;white;BA
Designer;50000;yr;2017;60000;yr;P;2018;;female;white;N
Editor;37000;yr;2011;45000;yr;P;;;female;white;N
Registrar;;;N;61200;yr;P;2019;10;n/a;N;N
Manager;52000;yr;2017;54000;yr;P;2019;5;n/a;white;MA
Assistant Curator;39000;yr;2013;75000;yr;P;2019;12;female;white;N
Designer;32000;yr;2012;34000;yr;P;2013;1;female;white;BA
Manager;53000;yr;2018;53000;yr;P;2019;;n/a;N;N
Archivist;6000;yr;2018;;N;C;2018;1;n/a;black;BA required MA preferred
Visitor Experience;30000;yr;N;30000;yr;C;2018;;female;N;PhD
Assistant Director;60000;yr;2015;73000;yr;P;2019;8;female;white;N
Manager;29000;yr;2019;29000;yr;C;2019;3;male;black;BA
Assistant;29000;yr;2012;32000;yr;P;2014;;female;white;N
Manager;36000;yr;2013;36000;yr;P;2014;4;female;white;BA required MA preferred
Assistant;34000;yr;2012;34000;yr;P;2014;8;female;white;BA
Manager;36000;yr;2011;36000;yr;P;2013;8;female;white;BA required MA preferred
Educator;;;N;25;hr;H;2019;;n/a;N;N
Manager;40000;yr;N;51500;yr;n/a;2019;;female;white;N
Assistant Curator;43250;yr;2015;47730;yr;P;2019;8;n/a;N;N
Assistant Curator;44000;yr;N;47000;yr;P;2019;3;n/a;white;MA
Designer;15;hr;2019;15;hr;C;2019;0;female;white;N
Educator;15;hr;2015;20;hr;H;2015;1;female;latino;BA
Assistant;35000;yr;2018;35000;yr;P;2018;5;female;white;MA
Educator;25;hr;2016;25;hr;H;2018;5;female;white;BA
Technical;25;hr;2015;35;hr;H;2019;10;n/a;N;N
Editor;62000;yr;2016;65000;yr;P;2019;7;n/a;N;MA
Librarian;51200;yr;2016;57500;yr;P;2019;6;female;N;MA
Curator;55000;yr;1998;68000;yr;P;2019;20;female;white;MA
Registrar;55000;yr;2015;64000;yr;P;2019;11;n/a;N;MA
Intern;3000;yr;2017;3000;yr;C;2017;n/a;female;white;N
Assistant;48000;yr;2018;50000;yr;P;2019;7;female;white;BA required MA preferred
Assistant;36000;yr;2015;37000;yr;C;2017;3;female;white;MA
Communications;65000;yr;2019;;N;n/a;2019;5;n/a;white;BA
Designer;45000;yr;2016;47750;yr;P;2018;3;female;asian;BA
Manager;50000;yr;2017;50000;yr;n/a;2019;5;male;black;BA
Assistant Registrar;38480;yr;N;38480;yr;H,P;2018;8;female;white;MA
Director;55000;yr;2019;;N;P;2019;25;female;white;PhD
Registrar;35000;yr;2019;35000;yr;H,P;2019;8;male;N;N
Director;35000;yr;2015;41000;yr;P;2019;2;female;white;MA
Art Handler;35900;yr;N;36600;yr;P;2019;7;male;white;No degree
Technical;29500;yr;2017;31500;yr;P;2019;5;n/a;white;MA
Art Handler;;;N;38462;yr;P;2019;20;n/a;N;MA
Education;15;hr;2013;15,5;hr;H;2018;7;female;white;BA
Coordinator;37000;yr;N;38000;yr;H Full Time;2029;5;female;white;N
Manager;27,25;hr;2016;27,25;hr;C;2019;5;female;white;BA required MA preferred
Assistant Registrar;60000;yr;2018;60000;yr;P;2019;8;female;asian;MA
